Compiling 1 file (.ex)
Generated main app
50-5=45      c: 0, revs: 0
80-980=0     c: 2337, revs: 10
0-31=69      c: 2347, revs: 0
69-69=0      c: 2347, revs: 1
0+37=37      c: 2348, revs: 0
37+29=66     c: 2348, revs: 0
66+34=0      c: 2348, revs: 1
0-80=20      c: 2349, revs: 0
20+80=0      c: 2349, revs: 1
0+47=47      c: 2350, revs: 0
47-83=64     c: 2350, revs: 1
64+27=91     c: 2351, revs: 0
91-22=69     c: 2351, revs: 0
69-69=0      c: 2351, revs: 1
0+64=64      c: 2352, revs: 0
64+61=25     c: 2352, revs: 1
25-25=0      c: 2353, revs: 1
0-753=47     c: 2354, revs: 7
47+15=62     c: 2361, revs: 0
62+21=83     c: 2361, revs: 0
83-61=22     c: 2361, revs: 0
22+81=3      c: 2361, revs: 1
3+41=44      c: 2362, revs: 0
44-933=11    c: 2362, revs: 9
11-87=24     c: 2371, revs: 1
24-24=0      c: 2372, revs: 1
0-557=43     c: 2373, revs: 5
43+74=17     c: 2378, revs: 1
17+463=80    c: 2379, revs: 4
80+259=39    c: 2383, revs: 3
39-38=1      c: 2386, revs: 0
1-20=81      c: 2386, revs: 1
81+721=2     c: 2387, revs: 8
2-44=58      c: 2395, revs: 1
58+15=73     c: 2396, revs: 0
73-81=92     c: 2396, revs: 1
92+60=52     c: 2397, revs: 1
52+64=16     c: 2398, revs: 1
16+13=29     c: 2399, revs: 0
29-929=0     c: 2399, revs: 10
0+98=98      c: 2409, revs: 0
98+6=4       c: 2409, revs: 1
4+496=0      c: 2410, revs: 5
0-2=98       c: 2415, revs: 0
98-68=30     c: 2415, revs: 0
30+4=34      c: 2415, revs: 0
34-34=0      c: 2415, revs: 1
0+146=46     c: 2416, revs: 1
46+54=0      c: 2417, revs: 1
0-958=42     c: 2418, revs: 9
42-64=78     c: 2427, revs: 1
78+220=98    c: 2428, revs: 2
98+32=30     c: 2430, revs: 1
30+79=9      c: 2431, revs: 1
9+32=41      c: 2432, revs: 0
41+59=0      c: 2432, revs: 1
0+49=49      c: 2433, revs: 0
49-366=83    c: 2433, revs: 4
83-56=27     c: 2437, revs: 0
27+87=14     c: 2437, revs: 1
14-96=18     c: 2438, revs: 1
18-81=37     c: 2439, revs: 1
37+63=0      c: 2440, revs: 1
0+6=6        c: 2441, revs: 0
6-79=27      c: 2441, revs: 1
27-92=35     c: 2442, revs: 1
35-987=48    c: 2443, revs: 10
48-48=0      c: 2453, revs: 1
0-650=50     c: 2454, revs: 6
50+50=0      c: 2460, revs: 1
0-54=46      c: 2461, revs: 0
46-23=23     c: 2461, revs: 0
23+23=46     c: 2461, revs: 0
46-46=0      c: 2461, revs: 1
0-83=17      c: 2462, revs: 0
17-517=0     c: 2462, revs: 6
0+84=84      c: 2468, revs: 0
84-484=0     c: 2468, revs: 5
0+24=24      c: 2473, revs: 0
24+97=21     c: 2473, revs: 1
21-74=47     c: 2474, revs: 1
47-47=0      c: 2475, revs: 1
0-473=27     c: 2476, revs: 4
27+65=92     c: 2480, revs: 0
92-41=51     c: 2480, revs: 0
51-97=54     c: 2480, revs: 1
54-63=91     c: 2481, revs: 1
91-68=23     c: 2482, revs: 0
23+20=43     c: 2482, revs: 0
43+177=20    c: 2482, revs: 2
20-504=16    c: 2484, revs: 5
16-64=52     c: 2489, revs: 1
52-81=71     c: 2490, revs: 1
71+44=15     c: 2491, revs: 1
15-71=44     c: 2492, revs: 1
44-25=19     c: 2493, revs: 0
19+9=28      c: 2493, revs: 0
28-28=0      c: 2493, revs: 1
0+48=48      c: 2494, revs: 0
48+84=32     c: 2494, revs: 1
32+62=94     c: 2495, revs: 0
94-44=50     c: 2495, revs: 0
50+63=13     c: 2495, revs: 1
13-13=0      c: 2496, revs: 1
0-13=87      c: 2497, revs: 0
87+695=82    c: 2497, revs: 7
82-25=57     c: 2504, revs: 0
57+43=0      c: 2504, revs: 1
0+23=23      c: 2505, revs: 0
23-23=0      c: 2505, revs: 1
0+28=28      c: 2506, revs: 0
28-228=0     c: 2506, revs: 3
0-73=27      c: 2509, revs: 0
27+98=25     c: 2509, revs: 1
25+75=0      c: 2510, revs: 1
0-25=75      c: 2511, revs: 0
75+51=26     c: 2511, revs: 1
26-826=0     c: 2512, revs: 9
0-1=99       c: 2521, revs: 0
99-87=12     c: 2521, revs: 0
12-29=83     c: 2521, revs: 1
83+498=81    c: 2522, revs: 5
81-13=68     c: 2527, revs: 0
68-59=9      c: 2527, revs: 0
9+90=99      c: 2527, revs: 0
99+1=0       c: 2527, revs: 1
0-55=45      c: 2528, revs: 0
45-38=7      c: 2528, revs: 0
7-7=0        c: 2528, revs: 1
0+83=83      c: 2529, revs: 0
83+11=94     c: 2529, revs: 0
94-204=90    c: 2529, revs: 2
90-998=92    c: 2531, revs: 10
92+80=72     c: 2541, revs: 1
72-309=63    c: 2542, revs: 3
63-63=0      c: 2545, revs: 1
0-85=15      c: 2546, revs: 0
15-47=68     c: 2546, revs: 1
68+171=39    c: 2547, revs: 2
39-39=0      c: 2549, revs: 1
0+64=64      c: 2550, revs: 0
64+336=0     c: 2550, revs: 4
0-263=37     c: 2554, revs: 2
37-76=61     c: 2556, revs: 1
61+12=73     c: 2557, revs: 0
73-4=69      c: 2557, revs: 0
69+74=43     c: 2557, revs: 1
43+16=59     c: 2558, revs: 0
59-59=0      c: 2558, revs: 1
0+4=4        c: 2559, revs: 0
4+1=5        c: 2559, revs: 0
5-22=83      c: 2559, revs: 1
83-83=0      c: 2560, revs: 1
0+640=40     c: 2561, revs: 6
40+204=44    c: 2567, revs: 2
44+94=38     c: 2569, revs: 1
38+93=31     c: 2570, revs: 1
31+580=11    c: 2571, revs: 6
11+68=79     c: 2577, revs: 0
79+71=50     c: 2577, revs: 1
50+50=0      c: 2578, revs: 1
0+52=52      c: 2579, revs: 0
52-54=98     c: 2579, revs: 1
98-98=0      c: 2580, revs: 1
0-376=24     c: 2581, revs: 3
24+83=7      c: 2584, revs: 1
7-66=41      c: 2585, revs: 1
41-39=2      c: 2586, revs: 0
2-2=0        c: 2586, revs: 1
0-284=16     c: 2587, revs: 2
16-28=88     c: 2589, revs: 1
88-34=54     c: 2590, revs: 0
54+58=12     c: 2590, revs: 1
12-29=83     c: 2591, revs: 1
83+17=0      c: 2592, revs: 1
0-167=33     c: 2593, revs: 1
33-63=70     c: 2594, revs: 1
70-82=88     c: 2595, revs: 1
88-88=0      c: 2596, revs: 1
0-62=38      c: 2597, revs: 0
38+9=47      c: 2597, revs: 0
47-47=0      c: 2597, revs: 1
0-253=47     c: 2598, revs: 2
47-35=12     c: 2600, revs: 0
12-12=0      c: 2600, revs: 1
0+113=13     c: 2601, revs: 1
13-66=47     c: 2602, revs: 1
47+96=43     c: 2603, revs: 1
43-43=0      c: 2604, revs: 1
0-95=5       c: 2605, revs: 0
5+81=86      c: 2605, revs: 0
86+68=54     c: 2605, revs: 1
54+42=96     c: 2606, revs: 0
96-69=27     c: 2606, revs: 0
27-27=0      c: 2606, revs: 1
0+97=97      c: 2607, revs: 0
97-44=53     c: 2607, revs: 0
53+37=90     c: 2607, revs: 0
90+810=0     c: 2607, revs: 9
0+97=97      c: 2616, revs: 0
97+174=71    c: 2616, revs: 2
71+1=72      c: 2618, revs: 0
72-83=89     c: 2618, revs: 1
89-89=0      c: 2619, revs: 1
0+6=6        c: 2620, revs: 0
6-84=22      c: 2620, revs: 1
22+60=82     c: 2621, revs: 0
82+18=0      c: 2621, revs: 1
0+380=80     c: 2622, revs: 3
80+20=0      c: 2625, revs: 1
0+16=16      c: 2626, revs: 0
16+684=0     c: 2626, revs: 7
0+74=74      c: 2633, revs: 0
74+26=0      c: 2633, revs: 1
0-260=40     c: 2634, revs: 2
40-20=20     c: 2636, revs: 0
20+291=11    c: 2636, revs: 3
11+95=6      c: 2639, revs: 1
6+56=62      c: 2640, revs: 0
62-81=81     c: 2640, revs: 1
81-17=64     c: 2641, revs: 0
64+86=50     c: 2641, revs: 1
50+60=10     c: 2642, revs: 1
10+90=0      c: 2643, revs: 1
0+47=47      c: 2644, revs: 0
47-99=48     c: 2644, revs: 1
48+82=30     c: 2645, revs: 1
30+14=44     c: 2646, revs: 0
44+56=0      c: 2646, revs: 1
0-71=29      c: 2647, revs: 0
29-29=0      c: 2647, revs: 1
0-57=43      c: 2648, revs: 0
43+757=0     c: 2648, revs: 8
0+253=53     c: 2656, revs: 2
53+947=0     c: 2658, revs: 10
0+88=88      c: 2668, revs: 0
88+12=0      c: 2668, revs: 1
0+73=73      c: 2669, revs: 0
73-46=27     c: 2669, revs: 0
27+40=67     c: 2669, revs: 0
67-767=0     c: 2669, revs: 8
0-76=24      c: 2677, revs: 0
24+87=11     c: 2677, revs: 1
11-58=53     c: 2678, revs: 1
53+47=0      c: 2679, revs: 1
0+25=25      c: 2680, revs: 0
25-25=0      c: 2680, revs: 1
0-638=62     c: 2681, revs: 6
62+13=75     c: 2687, revs: 0
75+525=0     c: 2687, revs: 6
0+6=6        c: 2693, revs: 0
6+44=50      c: 2693, revs: 0
50+42=92     c: 2693, revs: 0
92+710=2     c: 2693, revs: 8
2+779=81     c: 2701, revs: 7
81-81=0      c: 2708, revs: 1
0+138=38     c: 2709, revs: 1
38+24=62     c: 2710, revs: 0
62-52=10     c: 2710, revs: 0
10+84=94     c: 2710, revs: 0
94+24=18     c: 2710, revs: 1
18+482=0     c: 2711, revs: 5
0-756=44     c: 2716, revs: 7
44-44=0      c: 2723, revs: 1
0-30=70      c: 2724, revs: 0
70+519=89    c: 2724, revs: 5
89-280=9     c: 2729, revs: 2
9-43=66      c: 2731, revs: 1
66-66=0      c: 2732, revs: 1
0-57=43      c: 2733, revs: 0
43+58=1      c: 2733, revs: 1
1-92=9       c: 2734, revs: 1
9+55=64      c: 2735, revs: 0
64+36=0      c: 2735, revs: 1
0-4=96       c: 2736, revs: 0
96+6=2       c: 2736, revs: 1
2+66=68      c: 2737, revs: 0
68-68=0      c: 2737, revs: 1
0+82=82      c: 2738, revs: 0
82+85=67     c: 2738, revs: 1
67-81=86     c: 2739, revs: 1
86+11=97     c: 2740, revs: 0
97-644=53    c: 2740, revs: 6
53+941=94    c: 2746, revs: 9
94+84=78     c: 2755, revs: 1
78-4=74      c: 2756, revs: 0
74+26=0      c: 2756, revs: 1
0-73=27      c: 2757, revs: 0
27+26=53     c: 2757, revs: 0
53-53=0      c: 2757, revs: 1
0-235=65     c: 2758, revs: 2
65-65=0      c: 2760, revs: 1
0+42=42      c: 2761, revs: 0
42+58=0      c: 2761, revs: 1
0+44=44      c: 2762, revs: 0
44-39=5      c: 2762, revs: 0
5+95=0       c: 2762, revs: 1
0+75=75      c: 2763, revs: 0
75-75=0      c: 2763, revs: 1
0+85=85      c: 2764, revs: 0
85-85=0      c: 2764, revs: 1
0+99=99      c: 2765, revs: 0
99-47=52     c: 2765, revs: 0
52-73=79     c: 2765, revs: 1
79-95=84     c: 2766, revs: 1
84+95=79     c: 2767, revs: 1
79-19=60     c: 2768, revs: 0
60+65=25     c: 2768, revs: 1
25+75=0      c: 2769, revs: 1
0+56=56      c: 2770, revs: 0
56-26=30     c: 2770, revs: 0
30+71=1      c: 2770, revs: 1
1-4=97       c: 2771, revs: 1
97+44=41     c: 2772, revs: 1
41+65=6      c: 2773, revs: 1
6+59=65      c: 2774, revs: 0
65+76=41     c: 2774, revs: 1
41-41=0      c: 2775, revs: 1
0+58=58      c: 2776, revs: 0
58+42=0      c: 2776, revs: 1
0+88=88      c: 2777, revs: 0
88-945=43    c: 2777, revs: 9
43-43=0      c: 2786, revs: 1
0-29=71      c: 2787, revs: 0
71+29=0      c: 2787, revs: 1
0-551=49     c: 2788, revs: 5
49-20=29     c: 2793, revs: 0
29+27=56     c: 2793, revs: 0
56+81=37     c: 2793, revs: 1
37-14=23     c: 2794, revs: 0
23-23=0      c: 2794, revs: 1
0-66=34      c: 2795, revs: 0
34+44=78     c: 2795, revs: 0
78+15=93     c: 2795, revs: 0
93-844=49    c: 2795, revs: 8
49-49=0      c: 2803, revs: 1
0+56=56      c: 2804, revs: 0
56+344=0     c: 2804, revs: 4
0+54=54      c: 2808, revs: 0
54+62=16     c: 2808, revs: 1
16+84=0      c: 2809, revs: 1
0+91=91      c: 2810, revs: 0
91+21=12     c: 2810, revs: 1
12+87=99     c: 2811, revs: 0
99+99=98     c: 2811, revs: 1
98-4=94      c: 2812, revs: 0
94+26=20     c: 2812, revs: 1
20+76=96     c: 2813, revs: 0
96+50=46     c: 2813, revs: 1
46+860=6     c: 2814, revs: 9
6+94=0       c: 2823, revs: 1
0+923=23     c: 2824, revs: 9
23-23=0      c: 2833, revs: 1
0-88=12      c: 2834, revs: 0
12+83=95     c: 2834, revs: 0
95-95=0      c: 2834, revs: 1
0-12=88      c: 2835, revs: 0
88-311=77    c: 2835, revs: 3
77-44=33     c: 2838, revs: 0
33-33=0      c: 2838, revs: 1
0+18=18      c: 2839, revs: 0
18-18=0      c: 2839, revs: 1
0-53=47      c: 2840, revs: 0
47-36=11     c: 2840, revs: 0
11-27=84     c: 2840, revs: 1
84-34=50     c: 2841, revs: 0
50+75=25     c: 2841, revs: 1
25+45=70     c: 2842, revs: 0
70+630=0     c: 2842, revs: 7
0-98=2       c: 2849, revs: 0
2+3=5        c: 2849, revs: 0
5+95=0       c: 2849, revs: 1
0-88=12      c: 2850, revs: 0
12+47=59     c: 2850, revs: 0
59-52=7      c: 2850, revs: 0
7-49=58      c: 2850, revs: 1
58-75=83     c: 2851, revs: 1
83+17=0      c: 2852, revs: 1
0-79=21      c: 2853, revs: 0
21+10=31     c: 2853, revs: 0
31-31=0      c: 2853, revs: 1
0+61=61      c: 2854, revs: 0
61+24=85     c: 2854, revs: 0
85+15=0      c: 2854, revs: 1
0+10=10      c: 2855, revs: 0
10-28=82     c: 2855, revs: 1
82-878=4     c: 2856, revs: 8
4+77=81      c: 2864, revs: 0
81-381=0     c: 2864, revs: 4
0-43=57      c: 2868, revs: 0
57+43=0      c: 2868, revs: 1
0+103=3      c: 2869, revs: 1
3+35=38      c: 2870, revs: 0
38+11=49     c: 2870, revs: 0
49+51=0      c: 2870, revs: 1
0+20=20      c: 2871, revs: 0
20-81=39     c: 2871, revs: 1
39+86=25     c: 2872, revs: 1
25+61=86     c: 2873, revs: 0
86+183=69    c: 2873, revs: 2
69-66=3      c: 2875, revs: 0
3+58=61      c: 2875, revs: 0
61+47=8      c: 2875, revs: 1
8+92=0       c: 2876, revs: 1
0-20=80      c: 2877, revs: 0
80+20=0      c: 2877, revs: 1
0+19=19      c: 2878, revs: 0
19-919=0     c: 2878, revs: 10
0+63=63      c: 2888, revs: 0
63+37=0      c: 2888, revs: 1
0-176=24     c: 2889, revs: 1
24+27=51     c: 2890, revs: 0
51+65=16     c: 2890, revs: 1
16+84=0      c: 2891, revs: 1
0+33=33      c: 2892, revs: 0
33+76=9      c: 2892, revs: 1
9-9=0        c: 2893, revs: 1
0+44=44      c: 2894, revs: 0
44-56=88     c: 2894, revs: 1
88-221=67    c: 2895, revs: 2
67+620=87    c: 2897, revs: 6
87-61=26     c: 2903, revs: 0
26+80=6      c: 2903, revs: 1
6-906=0      c: 2904, revs: 10
0+61=61      c: 2914, revs: 0
61-61=0      c: 2914, revs: 1
0-69=31      c: 2915, revs: 0
31+2=33      c: 2915, revs: 0
33-633=0     c: 2915, revs: 7
0+65=65      c: 2922, revs: 0
65+35=0      c: 2922, revs: 1
0-8=92       c: 2923, revs: 0
92-92=0      c: 2923, revs: 1
0+5=5        c: 2924, revs: 0
5+20=25      c: 2924, revs: 0
25+75=0      c: 2924, revs: 1
0-50=50      c: 2925, revs: 0
50-95=55     c: 2925, revs: 1
55-43=12     c: 2926, revs: 0
12+47=59     c: 2926, revs: 0
59-87=72     c: 2926, revs: 1
72+28=0      c: 2927, revs: 1
0+791=91     c: 2928, revs: 7
91-6=85      c: 2935, revs: 0
85+399=84    c: 2935, revs: 4
84+188=72    c: 2939, revs: 2
72+28=0      c: 2941, revs: 1
0-11=89      c: 2942, revs: 0
89-92=97     c: 2942, revs: 1
97-97=0      c: 2943, revs: 1
0+483=83     c: 2944, revs: 4
83-83=0      c: 2948, revs: 1
0+47=47      c: 2949, revs: 0
47-77=70     c: 2949, revs: 1
70-45=25     c: 2950, revs: 0
25+29=54     c: 2950, revs: 0
54-54=0      c: 2950, revs: 1
0+855=55     c: 2951, revs: 8
55+45=0      c: 2959, revs: 1
0+18=18      c: 2960, revs: 0
18+846=64    c: 2960, revs: 8
64-5=59      c: 2968, revs: 0
59-55=4      c: 2968, revs: 0
4+43=47      c: 2968, revs: 0
47-13=34     c: 2968, revs: 0
34-76=58     c: 2968, revs: 1
58+73=31     c: 2969, revs: 1
31+63=94     c: 2970, revs: 0
94-35=59     c: 2970, revs: 0
59+21=80     c: 2970, revs: 0
80+12=92     c: 2970, revs: 0
92-11=81     c: 2970, revs: 0
81-81=0      c: 2970, revs: 1
0+98=98      c: 2971, revs: 0
98-8=90      c: 2971, revs: 0
90-224=66    c: 2971, revs: 2
66-43=23     c: 2973, revs: 0
23-23=0      c: 2973, revs: 1
0+44=44      c: 2974, revs: 0
44-85=59     c: 2974, revs: 1
59-40=19     c: 2975, revs: 0
19+29=48     c: 2975, revs: 0
48-48=0      c: 2975, revs: 1
0+778=78     c: 2976, revs: 7
78+522=0     c: 2983, revs: 6
0-235=65     c: 2989, revs: 2
65-18=47     c: 2991, revs: 0
47+553=0     c: 2991, revs: 6
0-77=23      c: 2997, revs: 0
23+81=4      c: 2997, revs: 1
4+19=23      c: 2998, revs: 0
23+577=0     c: 2998, revs: 6
0+683=83     c: 3004, revs: 6
83+92=75     c: 3010, revs: 1
75-16=59     c: 3011, revs: 0
59-59=0      c: 3011, revs: 1
0+451=51     c: 3012, revs: 4
51-51=0      c: 3016, revs: 1
0-44=56      c: 3017, revs: 0
56+931=87    c: 3017, revs: 9
87+87=74     c: 3026, revs: 1
74-86=88     c: 3027, revs: 1
88-339=49    c: 3028, revs: 3
49-46=3      c: 3031, revs: 0
3-1=2        c: 3031, revs: 0
2-202=0      c: 3031, revs: 3
0+21=21      c: 3034, revs: 0
21-949=72    c: 3034, revs: 10
72-25=47     c: 3044, revs: 0
47-41=6      c: 3044, revs: 0
6-6=0        c: 3044, revs: 1
0+738=38     c: 3045, revs: 7
38-81=57     c: 3052, revs: 1
57-457=0     c: 3053, revs: 5
0-74=26      c: 3058, revs: 0
26+671=97    c: 3058, revs: 6
97+76=73     c: 3064, revs: 1
73-73=0      c: 3065, revs: 1
0+624=24     c: 3066, revs: 6
24+25=49     c: 3072, revs: 0
49-51=98     c: 3072, revs: 1
98-290=8     c: 3073, revs: 2
8+94=2       c: 3075, revs: 1
2+34=36      c: 3076, revs: 0
36+656=92    c: 3076, revs: 6
92+908=0     c: 3082, revs: 10
0-27=73      c: 3092, revs: 0
73+40=13     c: 3092, revs: 1
13-26=87     c: 3093, revs: 1
87-92=95     c: 3094, revs: 1
95-95=0      c: 3095, revs: 1
0-9=91       c: 3096, revs: 0
91-12=79     c: 3096, revs: 0
79-79=0      c: 3096, revs: 1
0-22=78      c: 3097, revs: 0
78+71=49     c: 3097, revs: 1
49+42=91     c: 3098, revs: 0
91-91=0      c: 3098, revs: 1
0+65=65      c: 3099, revs: 0
65-65=0      c: 3099, revs: 1
0+92=92      c: 3100, revs: 0
92-57=35     c: 3100, revs: 0
35-635=0     c: 3100, revs: 7
0-27=73      c: 3107, revs: 0
73+27=0      c: 3107, revs: 1
0-953=47     c: 3108, revs: 9
47-570=77    c: 3117, revs: 6
77-77=0      c: 3123, revs: 1
0-6=94       c: 3124, revs: 0
94+36=30     c: 3124, revs: 1
30-928=2     c: 3125, revs: 9
2+33=35      c: 3134, revs: 0
35-23=12     c: 3134, revs: 0
12+99=11     c: 3134, revs: 1
11-11=0      c: 3135, revs: 1
0+26=26      c: 3136, revs: 0
26+74=0      c: 3136, revs: 1
0+75=75      c: 3137, revs: 0
75+56=31     c: 3137, revs: 1
31+69=0      c: 3138, revs: 1
0-21=79      c: 3139, revs: 0
79-579=0     c: 3139, revs: 6
0-561=39     c: 3145, revs: 5
39-839=0     c: 3150, revs: 9
0-43=57      c: 3159, revs: 0
57+43=0      c: 3159, revs: 1
0+891=91     c: 3160, revs: 8
91-91=0      c: 3168, revs: 1
0+525=25     c: 3169, revs: 5
25+26=51     c: 3174, revs: 0
51+249=0     c: 3174, revs: 3
0+66=66      c: 3177, revs: 0
66-566=0     c: 3177, revs: 6
0-10=90      c: 3183, revs: 0
90+25=15     c: 3183, revs: 1
15+93=8      c: 3184, revs: 1
8-99=9       c: 3185, revs: 1
9-9=0        c: 3186, revs: 1
0-80=20      c: 3187, revs: 0
20+80=0      c: 3187, revs: 1
0-23=77      c: 3188, revs: 0
77+23=0      c: 3188, revs: 1
0-58=42      c: 3189, revs: 0
42-166=76    c: 3189, revs: 2
76+4=80      c: 3191, revs: 0
80+20=0      c: 3191, revs: 1
0+9=9        c: 3192, revs: 0
9-9=0        c: 3192, revs: 1
0-530=70     c: 3193, revs: 5
70-64=6      c: 3198, revs: 0
6-6=0        c: 3198, revs: 1
0+31=31      c: 3199, revs: 0
31+669=0     c: 3199, revs: 7
0-98=2       c: 3206, revs: 0
2-71=31      c: 3206, revs: 1
31+69=0      c: 3207, revs: 1
0+4=4        c: 3208, revs: 0
4-59=45      c: 3208, revs: 1
45-545=0     c: 3209, revs: 6
0-81=19      c: 3215, revs: 0
19+81=0      c: 3215, revs: 1
0-381=19     c: 3216, revs: 3
19-51=68     c: 3219, revs: 1
68+832=0     c: 3220, revs: 9
0-61=39      c: 3229, revs: 0
39+982=21    c: 3229, revs: 10
21-59=62     c: 3239, revs: 1
62+34=96     c: 3240, revs: 0
96+894=90    c: 3240, revs: 9
90-90=0      c: 3249, revs: 1
0+18=18      c: 3250, revs: 0
18+93=11     c: 3250, revs: 1
11-235=76    c: 3251, revs: 3
76-97=79     c: 3254, revs: 1
79+21=0      c: 3255, revs: 1
0-74=26      c: 3256, revs: 0
26-658=68    c: 3256, revs: 7
68+603=71    c: 3263, revs: 6
71+29=0      c: 3269, revs: 1
0-761=39     c: 3270, revs: 7
39-168=71    c: 3277, revs: 2
71-99=72     c: 3279, revs: 1
72+81=53     c: 3280, revs: 1
53+75=28     c: 3281, revs: 1
28-8=20      c: 3282, revs: 0
20-20=0      c: 3282, revs: 1
0+55=55      c: 3283, revs: 0
55+34=89     c: 3283, revs: 0
89+11=0      c: 3283, revs: 1
0+36=36      c: 3284, revs: 0
36+48=84     c: 3284, revs: 0
84-12=72     c: 3284, revs: 0
72+6=78      c: 3284, revs: 0
78-78=0      c: 3284, revs: 1
0+65=65      c: 3285, revs: 0
65-65=0      c: 3285, revs: 1
0-311=89     c: 3286, revs: 3
89+11=0      c: 3289, revs: 1
0+11=11      c: 3290, revs: 0
11+89=0      c: 3290, revs: 1
0-183=17     c: 3291, revs: 1
17-96=21     c: 3292, revs: 1
21+79=0      c: 3293, revs: 1
0-64=36      c: 3294, revs: 0
36+864=0     c: 3294, revs: 9
0-15=85      c: 3303, revs: 0
85-926=59    c: 3303, revs: 9
59-59=0      c: 3312, revs: 1
0+66=66      c: 3313, revs: 0
66+81=47     c: 3313, revs: 1
47-68=79     c: 3314, revs: 1
79+397=76    c: 3315, revs: 4
76-76=0      c: 3319, revs: 1
0-36=64      c: 3320, revs: 0
64+636=0     c: 3320, revs: 7
0-596=4      c: 3327, revs: 5
4+92=96      c: 3332, revs: 0
96-96=0      c: 3332, revs: 1
0+77=77      c: 3333, revs: 0
77-74=3      c: 3333, revs: 0
3-79=24      c: 3333, revs: 1
24+76=0      c: 3334, revs: 1
0+368=68     c: 3335, revs: 3
68-798=70    c: 3338, revs: 8
70-45=25     c: 3346, revs: 0
25+51=76     c: 3346, revs: 0
76+24=0      c: 3346, revs: 1
0-60=40      c: 3347, revs: 0
40+53=93     c: 3347, revs: 0
93-195=98    c: 3347, revs: 2
98+54=52     c: 3349, revs: 1
52-241=11    c: 3350, revs: 2
11-311=0     c: 3352, revs: 4
0-48=52      c: 3356, revs: 0
52-976=76    c: 3356, revs: 10
76-76=0      c: 3366, revs: 1
0-12=88      c: 3367, revs: 0
88-581=7     c: 3367, revs: 5
7-907=0      c: 3372, revs: 10
0+65=65      c: 3382, revs: 0
65-65=0      c: 3382, revs: 1
0-58=42      c: 3383, revs: 0
42-644=98    c: 3383, revs: 7
98-98=0      c: 3390, revs: 1
0-517=83     c: 3391, revs: 5
83-308=75    c: 3396, revs: 3
75+25=0      c: 3399, revs: 1
0+59=59      c: 3400, revs: 0
59-75=84     c: 3400, revs: 1
84-43=41     c: 3401, revs: 0
41+94=35     c: 3401, revs: 1
35+65=0      c: 3402, revs: 1
0-1=99       c: 3403, revs: 0
99+601=0     c: 3403, revs: 7
0-9=91       c: 3410, revs: 0
91-62=29     c: 3410, revs: 0
29+83=12     c: 3410, revs: 1
12+323=35    c: 3411, revs: 3
35-6=29      c: 3414, revs: 0
29-31=98     c: 3414, revs: 1
98+58=56     c: 3415, revs: 1
56-20=36     c: 3416, revs: 0
36+918=54    c: 3416, revs: 9
54+660=14    c: 3425, revs: 7
14+86=0      c: 3432, revs: 1
0-7=93       c: 3433, revs: 0
93+35=28     c: 3433, revs: 1
28+72=0      c: 3434, revs: 1
0+32=32      c: 3435, revs: 0
32-197=35    c: 3435, revs: 2
35-35=0      c: 3437, revs: 1
0-69=31      c: 3438, revs: 0
31-32=99     c: 3438, revs: 1
99-28=71     c: 3439, revs: 0
71-71=0      c: 3439, revs: 1
0-253=47     c: 3440, revs: 2
47+78=25     c: 3442, revs: 1
25+75=0      c: 3443, revs: 1
0+1=1        c: 3444, revs: 0
1+48=49      c: 3444, revs: 0
49+43=92     c: 3444, revs: 0
92-92=0      c: 3444, revs: 1
0+86=86      c: 3445, revs: 0
86-286=0     c: 3445, revs: 3
0+409=9      c: 3448, revs: 4
9+91=0       c: 3452, revs: 1
0+5=5        c: 3453, revs: 0
5-83=22      c: 3453, revs: 1
22+78=0      c: 3454, revs: 1
0+33=33      c: 3455, revs: 0
33+76=9      c: 3455, revs: 1
9+91=0       c: 3456, revs: 1
0+19=19      c: 3457, revs: 0
19+81=0      c: 3457, revs: 1
0+15=15      c: 3458, revs: 0
15-15=0      c: 3458, revs: 1
0+58=58      c: 3459, revs: 0
58+42=0      c: 3459, revs: 1
0-17=83      c: 3460, revs: 0
83-83=0      c: 3460, revs: 1
0+97=97      c: 3461, revs: 0
97-80=17     c: 3461, revs: 0
17+33=50     c: 3461, revs: 0
50+65=15     c: 3461, revs: 1
15+58=73     c: 3462, revs: 0
73-456=17    c: 3462, revs: 4
17-27=90     c: 3466, revs: 1
90+10=0      c: 3467, revs: 1
0+84=84      c: 3468, revs: 0
84-31=53     c: 3468, revs: 0
53+47=0      c: 3468, revs: 1
0+70=70      c: 3469, revs: 0
70+30=0      c: 3469, revs: 1
0+46=46      c: 3470, revs: 0
46+354=0     c: 3470, revs: 4
0+19=19      c: 3474, revs: 0
19-89=30     c: 3474, revs: 1
30-30=0      c: 3475, revs: 1
0+91=91      c: 3476, revs: 0
91-68=23     c: 3476, revs: 0
23+577=0     c: 3476, revs: 6
0-98=2       c: 3482, revs: 0
2+98=0       c: 3482, revs: 1
0+5=5        c: 3483, revs: 0
5+937=42     c: 3483, revs: 9
42-60=82     c: 3492, revs: 1
82-83=99     c: 3493, revs: 1
99+76=75     c: 3494, revs: 1
75-89=86     c: 3495, revs: 1
86-89=97     c: 3496, revs: 1
97+70=67     c: 3497, revs: 1
67-319=48    c: 3498, revs: 3
48+26=74     c: 3501, revs: 0
74+40=14     c: 3501, revs: 1
14-14=0      c: 3502, revs: 1
0-99=1       c: 3503, revs: 0
